,Time_therm,SOC,Power_hardware,Power_sol_pan,Temperature
1023,283.8888889,0.7952138565432716,5.4,0.0,-2.48779
1024,284.1666667,0.7944776003811977,20.18,0.0,-2.57553
1025,284.4444444,0.7937411886486595,20.18,0.0,-2.66273
1026,284.7222222,0.7930046205199225,20.18,0.0,-2.75055
1027,285.0,0.7922678958965245,20.18,0.0,-2.83719
1028,285.2777778,0.7915310146798987,20.18,0.0,-2.92239
1029,285.5555556,0.7907939770367074,20.18,0.0,-3.00585
1030,285.8333333,0.7900567823375644,20.18,0.0,-3.08844
1031,286.1111111,0.7893194307488667,20.18,0.0,-3.16846
1032,286.3888889,0.7885819316857102,20.18,0.0,-3.24771
1033,286.6666667,0.7878442861224864,20.18,0.0,-3.32477
1034,286.9444444,0.7871064934436648,20.18,0.0,-3.40082
1035,287.2222222,0.7869093300295102,5.4,0.0,-3.4754
1036,287.5,0.7867121553557164,5.4,0.0,-3.54885
1037,287.7777778,0.7865149694204977,5.4,0.0,-3.62247
1038,288.0555556,0.7863177722930595,5.4,0.0,-3.69653
1039,288.3333333,0.7861205638296378,5.4,0.0,-3.77177
1040,288.6111111,0.7859233440994325,5.4,0.0,-3.84735
1041,288.8888889,0.7857261131006569,5.4,0.0,-3.92417
1042,289.1666667,0.7855288709025301,5.4,0.0,-4.00251
1043,289.4444444,0.7853316173612539,5.4,0.0,-4.08113
1044,289.7222222,0.7851343525460426,5.4,0.0,-4.16106
1045,290.0,0.7849370764551071,5.4,0.0,-4.24243
1046,290.2777778,0.7841986797409827,20.18,0.0,-4.32394
1047,290.5555556,0.7834601359641657,20.18,0.0,-4.4066
1048,290.8333333,0.7827214445058847,20.18,0.0,-4.48819
1049,291.1111111,0.7819826055448029,20.18,0.0,-4.56862
1050,291.3888889,0.7806923044305454,35.18,0.0,-4.29026
1051,291.6666667,0.7794015528096976,35.18,0.0,-3.96715
1052,291.9444444,0.7781103492904808,35.18,0.0,-3.6428
1053,292.2222222,0.7768186938758025,35.18,0.0,-3.31651
1054,292.5,0.7755265860900474,35.18,0.0,-2.99018
1055,292.7777778,0.7742340254567568,35.18,0.0,-2.66265
1056,293.0555556,0.7727838009000465,39.44,0.0,-2.33602
1057,293.3333333,0.7713330371959165,39.44,0.0,-2.00682
1058,293.6111111,0.7698817342724228,39.44,0.0,-1.67618
1059,293.8888889,0.7684298926224837,39.44,0.0,-1.34437
1060,294.1666667,0.7669775244505301,39.44,0.0,-1.0125
1061,294.4444444,0.7655246281432646,39.44,0.0,-0.67949
1062,294.7222222,0.7640712036545448,39.44,0.0,-0.34805
1063,295.0,0.7626172376384303,39.44,0.0,-0.01667
1064,295.2777778,0.7618664255898436,20.4,0.0,0.313487
1065,295.5555556,0.761667958538388,5.4,0.0,0.407274
1066,295.8333333,0.761469480715889,5.4,0.0,0.330079
1067,296.1111111,0.7607265576797412,20.18,0.0,0.249426
1068,296.3888889,0.7599834916329895,20.18,0.0,0.165576
1069,296.6666667,0.7592402829176101,20.18,0.0,0.081291
1070,296.9444444,0.758496937784236,20.18,0.0,-0.00403
1071,297.2222222,0.7577534564272098,20.18,0.0,-0.08761
1072,297.5,0.7570098387733024,20.18,0.0,-0.1714
1073,297.7777778,0.7562660847492194,20.18,0.0,-0.25417
1074,298.0555556,0.7555221945493997,20.18,0.0,-0.33541
1075,298.3333333,0.7547781675648644,20.18,0.0,-0.41589
1076,298.6111111,0.7540340082014203,20.18,0.0,-0.49447
1077,298.8888889,0.7532897263109508,20.18,0.0,-0.57276
1078,299.1666667,0.753090839355601,5.4,0.0,-0.64882
1079,299.4444444,0.7528919425174168,5.4,0.0,-0.72478
1080,299.7222222,0.7526930358666761,5.4,0.0,-0.80016
